nro.;Case de Prueba;price;currencyType;informationLabel;color;buttonLabel;section;description;title;instruction;imageUrl;logoUrl;code;disclaimer;typeCode;startTime;endTime;enabled;status;lstDealCategory;lstDealCondition;commerceReference;createdUser;codigo;codbody;rtoken
30;Registrar promocion con description mayor a carateres permitidos - resultado 400;5;PEN;Sabados;#002b65;Ver detalles;ALL;50% de descuento pagando con Tunki50% de descuento pagando con Tunki50% de descuento pagando con Tunki50% de descuento pagando con Tunki50% de descuento pagando con Tunki50% de descuento pagando con Tunki50% de descuento pagando con Tunki50% de descuentoss;Cineplanet;De lunes a viernes de 10:30 am a 11:00 PM;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_background.png?alt=media&token=0f3dd8dc-7a8a-441b-bcce-393d29ef72d5;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_logo.png?alt=media&token=4e59e3f0-292c-49ea-b4e7-6e1d4bfb140b;123456789;Presenta esta promoción al momento de hacer el pago con Tunki.;1;4/12/4009;31/12/4009;true;1;"[
    {
      ""category"": {
        ""categoryId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    }
  ]";"[
    {
      ""description"": ""Solo en tiendas seleccionadas"";
      ""iconUrl"": ""https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fcondition%2FIcono_tarjeta%403x.png?alt=media&token=18a497d7-d97b-4714-8e85-f93032e3bfed""
    }
  ]";"{
    ""commerceId"": ""0e8400-e29b-41d4-a716-446655440000"";
    ""lstStoreReference"": [
      {
        ""storeId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    ]
  }";923456723-qafjf-414sffs;400;;
31;Registrar promocion con title en blanco - resultado 400;5;PEN;Sabados;#002b65;Ver detalles;ALL;50% de descuento pagando con Tunki;;De lunes a viernes de 10:30 am a 11:00 PM;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_background.png?alt=media&token=0f3dd8dc-7a8a-441b-bcce-393d29ef72d5;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_logo.png?alt=media&token=4e59e3f0-292c-49ea-b4e7-6e1d4bfb140b;123456789;Presenta esta promoción al momento de hacer el pago con Tunki.;1;4/12/4009;31/12/4009;true;1;"[
    {
      ""category"": {
        ""categoryId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    }
  ]";"[
    {
      ""description"": ""Solo en tiendas seleccionadas"";
      ""iconUrl"": ""https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fcondition%2FIcono_tarjeta%403x.png?alt=media&token=18a497d7-d97b-4714-8e85-f93032e3bfed""
    }
  ]";"{
    ""commerceId"": ""0e8400-e29b-41d4-a716-446655440000"";
    ""lstStoreReference"": [
      {
        ""storeId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    ]
  }";923456723-qafjf-414sffs;400;;
32;Registrar promocion con title caracteres especiales - resultado 400;5;PEN;Sabados;#002b65;Ver detalles;ALL;50% de descuento pagando con Tunki;#$&+&$#.+*;De lunes a viernes de 10:30 am a 11:00 PM;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_background.png?alt=media&token=0f3dd8dc-7a8a-441b-bcce-393d29ef72d5;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_logo.png?alt=media&token=4e59e3f0-292c-49ea-b4e7-6e1d4bfb140b;123456789;Presenta esta promoción al momento de hacer el pago con Tunki.;1;4/12/4009;31/12/4009;true;1;"[
    {
      ""category"": {
        ""categoryId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    }
  ]";"[
    {
      ""description"": ""Solo en tiendas seleccionadas"";
      ""iconUrl"": ""https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fcondition%2FIcono_tarjeta%403x.png?alt=media&token=18a497d7-d97b-4714-8e85-f93032e3bfed""
    }
  ]";"{
    ""commerceId"": ""0e8400-e29b-41d4-a716-446655440000"";
    ""lstStoreReference"": [
      {
        ""storeId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    ]
  }";923456723-qafjf-414sffs;400;;
33;Registrar promocion con title menor a carateres permitidos - resultado 400;5;PEN;Sabados;#002b65;Ver detalles;ALL;50% de descuento pagando con Tunki;fg;De lunes a viernes de 10:30 am a 11:00 PM;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_background.png?alt=media&token=0f3dd8dc-7a8a-441b-bcce-393d29ef72d5;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_logo.png?alt=media&token=4e59e3f0-292c-49ea-b4e7-6e1d4bfb140b;123456789;Presenta esta promoción al momento de hacer el pago con Tunki.;1;4/12/4009;31/12/4009;true;1;"[
    {
      ""category"": {
        ""categoryId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    }
  ]";"[
    {
      ""description"": ""Solo en tiendas seleccionadas"";
      ""iconUrl"": ""https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fcondition%2FIcono_tarjeta%403x.png?alt=media&token=18a497d7-d97b-4714-8e85-f93032e3bfed""
    }
  ]";"{
    ""commerceId"": ""0e8400-e29b-41d4-a716-446655440000"";
    ""lstStoreReference"": [
      {
        ""storeId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    ]
  }";923456723-qafjf-414sffs;400;;
34;Registrar promocion con title mayor a carateres permitidos - resultado 400;5;PEN;Sabados;#002b65;Ver detalles;ALL;50% de descuento pagando con Tunki;50% de descuento pagando con Tunki50% de descuento pagando con Tunki50% de descuento pagando con Tunki50% de descuento pagando con Tunki50% de descuento pagando con Tunki50% de descuento pagando con Tunki50% de descuento pagando con Tunki50% de descuentoss;De lunes a viernes de 10:30 am a 11:00 PM;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_background.png?alt=media&token=0f3dd8dc-7a8a-441b-bcce-393d29ef72d5;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_logo.png?alt=media&token=4e59e3f0-292c-49ea-b4e7-6e1d4bfb140b;123456789;Presenta esta promoción al momento de hacer el pago con Tunki.;1;4/12/4009;31/12/4009;true;1;"[
    {
      ""category"": {
        ""categoryId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    }
  ]";"[
    {
      ""description"": ""Solo en tiendas seleccionadas"";
      ""iconUrl"": ""https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fcondition%2FIcono_tarjeta%403x.png?alt=media&token=18a497d7-d97b-4714-8e85-f93032e3bfed""
    }
  ]";"{
    ""commerceId"": ""0e8400-e29b-41d4-a716-446655440000"";
    ""lstStoreReference"": [
      {
        ""storeId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    ]
  }";923456723-qafjf-414sffs;400;;
35;Registrar promocion con instruction en blanco - resultado 400;5;PEN;Sabados;#002b65;Ver detalles;ALL;50% de descuento pagando con Tunki;Cineplanet;;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_background.png?alt=media&token=0f3dd8dc-7a8a-441b-bcce-393d29ef72d5;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_logo.png?alt=media&token=4e59e3f0-292c-49ea-b4e7-6e1d4bfb140b;123456789;Presenta esta promoción al momento de hacer el pago con Tunki.;1;4/12/4009;31/12/4009;true;1;"[
    {
      ""category"": {
        ""categoryId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    }
  ]";"[
    {
      ""description"": ""Solo en tiendas seleccionadas"";
      ""iconUrl"": ""https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fcondition%2FIcono_tarjeta%403x.png?alt=media&token=18a497d7-d97b-4714-8e85-f93032e3bfed""
    }
  ]";"{
    ""commerceId"": ""0e8400-e29b-41d4-a716-446655440000"";
    ""lstStoreReference"": [
      {
        ""storeId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    ]
  }";923456723-qafjf-414sffs;400;;
36;Registrar promocion con instruction caracteres especiales - resultado 400;5;PEN;Sabados;#002b65;Ver detalles;ALL;50% de descuento pagando con Tunki;Cineplanet;#$&+-+&$#;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_background.png?alt=media&token=0f3dd8dc-7a8a-441b-bcce-393d29ef72d5;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_logo.png?alt=media&token=4e59e3f0-292c-49ea-b4e7-6e1d4bfb140b;123456789;Presenta esta promoción al momento de hacer el pago con Tunki.;1;4/12/4009;31/12/4009;true;1;"[
    {
      ""category"": {
        ""categoryId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    }
  ]";"[
    {
      ""description"": ""Solo en tiendas seleccionadas"";
      ""iconUrl"": ""https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fcondition%2FIcono_tarjeta%403x.png?alt=media&token=18a497d7-d97b-4714-8e85-f93032e3bfed""
    }
  ]";"{
    ""commerceId"": ""0e8400-e29b-41d4-a716-446655440000"";
    ""lstStoreReference"": [
      {
        ""storeId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    ]
  }";923456723-qafjf-414sffs;400;;
37;Registrar promocion con instruction menor a carateres permitidos - resultado 400;5;PEN;Sabados;#002b65;Ver detalles;ALL;50% de descuento pagando con Tunki;Cineplanet;gh;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_background.png?alt=media&token=0f3dd8dc-7a8a-441b-bcce-393d29ef72d5;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_logo.png?alt=media&token=4e59e3f0-292c-49ea-b4e7-6e1d4bfb140b;123456789;Presenta esta promoción al momento de hacer el pago con Tunki.;1;4/12/4009;31/12/4009;true;1;"[
    {
      ""category"": {
        ""categoryId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    }
  ]";"[
    {
      ""description"": ""Solo en tiendas seleccionadas"";
      ""iconUrl"": ""https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fcondition%2FIcono_tarjeta%403x.png?alt=media&token=18a497d7-d97b-4714-8e85-f93032e3bfed""
    }
  ]";"{
    ""commerceId"": ""0e8400-e29b-41d4-a716-446655440000"";
    ""lstStoreReference"": [
      {
        ""storeId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    ]
  }";923456723-qafjf-414sffs;400;;
38;Registrar promocion con instruction mayor a carateres permitidos - resultado 400;5;PEN;Sabados;#002b65;Ver detalles;ALL;50% de descuento pagando con Tunki;Cineplanet;50% de descuento pagando con Tunki50% de descuento pagando con Tunki50% de descuento pagando con Tunki50% de descuento pagando con Tunki50% de descuento pagando con Tunki50% de descuento pagando con Tunki50% de descuento pagando con Tunki50% de descuentoss;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_background.png?alt=media&token=0f3dd8dc-7a8a-441b-bcce-393d29ef72d5;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_logo.png?alt=media&token=4e59e3f0-292c-49ea-b4e7-6e1d4bfb140b;123456789;Presenta esta promoción al momento de hacer el pago con Tunki.;1;4/12/4009;31/12/4009;true;1;"[
    {
      ""category"": {
        ""categoryId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    }
  ]";"[
    {
      ""description"": ""Solo en tiendas seleccionadas"";
      ""iconUrl"": ""https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fcondition%2FIcono_tarjeta%403x.png?alt=media&token=18a497d7-d97b-4714-8e85-f93032e3bfed""
    }
  ]";"{
    ""commerceId"": ""0e8400-e29b-41d4-a716-446655440000"";
    ""lstStoreReference"": [
      {
        ""storeId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    ]
  }";923456723-qafjf-414sffs;400;;
39;Registrar promocion con imageUrl en blanco - resultado 400;5;PEN;Sabados;#002b65;Ver detalles;ALL;50% de descuento pagando con Tunki;Cineplanet;De lunes a viernes de 10:30 am a 11:00 PM;;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_logo.png?alt=media&token=4e59e3f0-292c-49ea-b4e7-6e1d4bfb140b;123456789;Presenta esta promoción al momento de hacer el pago con Tunki.;1;4/12/4009;31/12/4009;true;1;"[
    {
      ""category"": {
        ""categoryId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    }
  ]";"[
    {
      ""description"": ""Solo en tiendas seleccionadas"";
      ""iconUrl"": ""https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fcondition%2FIcono_tarjeta%403x.png?alt=media&token=18a497d7-d97b-4714-8e85-f93032e3bfed""
    }
  ]";"{
    ""commerceId"": ""0e8400-e29b-41d4-a716-446655440000"";
    ""lstStoreReference"": [
      {
        ""storeId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    ]
  }";923456723-qafjf-414sffs;400;;
40;Registrar promocion con imageUrl caracteres especiales - resultado 400;5;PEN;Sabados;#002b65;Ver detalles;ALL;50% de descuento pagando con Tunki;Cineplanet;De lunes a viernes de 10:30 am a 11:00 PM;#$&*+*.*;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_logo.png?alt=media&token=4e59e3f0-292c-49ea-b4e7-6e1d4bfb140b;123456789;Presenta esta promoción al momento de hacer el pago con Tunki.;1;4/12/4009;31/12/4009;true;1;"[
    {
      ""category"": {
        ""categoryId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    }
  ]";"[
    {
      ""description"": ""Solo en tiendas seleccionadas"";
      ""iconUrl"": ""https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fcondition%2FIcono_tarjeta%403x.png?alt=media&token=18a497d7-d97b-4714-8e85-f93032e3bfed""
    }
  ]";"{
    ""commerceId"": ""0e8400-e29b-41d4-a716-446655440000"";
    ""lstStoreReference"": [
      {
        ""storeId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    ]
  }";923456723-qafjf-414sffs;400;;
41;Registrar promocion con imageUrl menor a caracteres permitidos - resultado 400;5;PEN;Sabados;#002b65;Ver detalles;ALL;50% de descuento pagando con Tunki;Cineplanet;De lunes a viernes de 10:30 am a 11:00 PM;fr;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_logo.png?alt=media&token=4e59e3f0-292c-49ea-b4e7-6e1d4bfb140b;123456789;Presenta esta promoción al momento de hacer el pago con Tunki.;1;4/12/4009;31/12/4009;true;1;"[
    {
      ""category"": {
        ""categoryId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    }
  ]";"[
    {
      ""description"": ""Solo en tiendas seleccionadas"";
      ""iconUrl"": ""https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fcondition%2FIcono_tarjeta%403x.png?alt=media&token=18a497d7-d97b-4714-8e85-f93032e3bfed""
    }
  ]";"{
    ""commerceId"": ""0e8400-e29b-41d4-a716-446655440000"";
    ""lstStoreReference"": [
      {
        ""storeId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    ]
  }";923456723-qafjf-414sffs;400;;
42;Registrar promocion con imageUrl mayor a caracteres permitidos - resultado 400;5;PEN;Sabados;#002b65;Ver detalles;ALL;50% de descuento pagando con Tunki;Cineplanet;De lunes a viernes de 10:30 am a 11:00 PM;50% de descuento pagando con Tunki50% de descuento pagando con Tunki50% de descuento pagando con Tunki50% de descuento pagando con Tunki50% de descuento pagando con Tunki50% de descuento pagando con Tunki50% de descuento pagando con Tunki50% de descuentosshttps://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_background.png?alt=media&token=0f3dd8dc-7a8a-441b-bcce-393d29ef72d5https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercor1234e45;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_logo.png?alt=media&token=4e59e3f0-292c-49ea-b4e7-6e1d4bfb140b;123456789;Presenta esta promoción al momento de hacer el pago con Tunki.;1;4/12/4009;31/12/4009;true;1;"[
    {
      ""category"": {
        ""categoryId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    }
  ]";"[
    {
      ""description"": ""Solo en tiendas seleccionadas"";
      ""iconUrl"": ""https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fcondition%2FIcono_tarjeta%403x.png?alt=media&token=18a497d7-d97b-4714-8e85-f93032e3bfed""
    }
  ]";"{
    ""commerceId"": ""0e8400-e29b-41d4-a716-446655440000"";
    ""lstStoreReference"": [
      {
        ""storeId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    ]
  }";923456723-qafjf-414sffs;400;;
43;Registrar promocion con logoUrl en blanco - resultado 400;5;PEN;Sabados;#002b65;Ver detalles;ALL;50% de descuento pagando con Tunki;Cineplanet;De lunes a viernes de 10:30 am a 11:00 PM;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_background.png?alt=media&token=0f3dd8dc-7a8a-441b-bcce-393d29ef72d5;;123456789;Presenta esta promoción al momento de hacer el pago con Tunki.;1;4/12/4009;31/12/4009;true;1;"[
    {
      ""category"": {
        ""categoryId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    }
  ]";"[
    {
      ""description"": ""Solo en tiendas seleccionadas"";
      ""iconUrl"": ""https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fcondition%2FIcono_tarjeta%403x.png?alt=media&token=18a497d7-d97b-4714-8e85-f93032e3bfed""
    }
  ]";"{
    ""commerceId"": ""0e8400-e29b-41d4-a716-446655440000"";
    ""lstStoreReference"": [
      {
        ""storeId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    ]
  }";923456723-qafjf-414sffs;400;;
44;Registrar promocion con logoUrl caracteres especiales - resultado 400;5;PEN;Sabados;#002b65;Ver detalles;ALL;50% de descuento pagando con Tunki;Cineplanet;De lunes a viernes de 10:30 am a 11:00 PM;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_background.png?alt=media&token=0f3dd8dc-7a8a-441b-bcce-393d29ef72d5;*#$&*#4&$#**++__-+++$&;123456789;Presenta esta promoción al momento de hacer el pago con Tunki.;1;4/12/4009;31/12/4009;true;1;"[
    {
      ""category"": {
        ""categoryId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    }
  ]";"[
    {
      ""description"": ""Solo en tiendas seleccionadas"";
      ""iconUrl"": ""https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fcondition%2FIcono_tarjeta%403x.png?alt=media&token=18a497d7-d97b-4714-8e85-f93032e3bfed""
    }
  ]";"{
    ""commerceId"": ""0e8400-e29b-41d4-a716-446655440000"";
    ""lstStoreReference"": [
      {
        ""storeId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    ]
  }";923456723-qafjf-414sffs;400;;
45;Registrar promocion con logoUrl menor a carateres permitidos - resultado 400;5;PEN;Sabados;#002b65;Ver detalles;ALL;50% de descuento pagando con Tunki;Cineplanet;De lunes a viernes de 10:30 am a 11:00 PM;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_background.png?alt=media&token=0f3dd8dc-7a8a-441b-bcce-393d29ef72d5;dc;123456789;Presenta esta promoción al momento de hacer el pago con Tunki.;1;4/12/4009;31/12/4009;true;1;"[
    {
      ""category"": {
        ""categoryId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    }
  ]";"[
    {
      ""description"": ""Solo en tiendas seleccionadas"";
      ""iconUrl"": ""https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fcondition%2FIcono_tarjeta%403x.png?alt=media&token=18a497d7-d97b-4714-8e85-f93032e3bfed""
    }
  ]";"{
    ""commerceId"": ""0e8400-e29b-41d4-a716-446655440000"";
    ""lstStoreReference"": [
      {
        ""storeId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    ]
  }";923456723-qafjf-414sffs;400;;
46;Registrar promocion con logoUrl mayor a carateres permitidos - resultado 400;5;PEN;Sabados;#002b65;Ver detalles;ALL;50% de descuento pagando con Tunki;Cineplanet;De lunes a viernes de 10:30 am a 11:00 PM;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_background.png?alt=media&token=0f3dd8dc-7a8a-441b-bcce-393d29ef72d5;50% de descuento pagando con Tunki50% de descuento pagando con Tunki50% de descuento pagando con Tunki50% de descuento pagando con Tunki50% de descuento pagando con Tunki50% de descuento pagando con Tunki50% de descuento pagando con Tunki50% de descuentosshttps://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_background.png?alt=media&token=0f3dd8dc-7a8a-441b-bcce-393d29ef72d5https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercor1234e45;123456789;Presenta esta promoción al momento de hacer el pago con Tunki.;1;4/12/4009;31/12/4009;true;1;"[
    {
      ""category"": {
        ""categoryId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    }
  ]";"[
    {
      ""description"": ""Solo en tiendas seleccionadas"";
      ""iconUrl"": ""https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fcondition%2FIcono_tarjeta%403x.png?alt=media&token=18a497d7-d97b-4714-8e85-f93032e3bfed""
    }
  ]";"{
    ""commerceId"": ""0e8400-e29b-41d4-a716-446655440000"";
    ""lstStoreReference"": [
      {
        ""storeId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    ]
  }";923456723-qafjf-414sffs;400;;
47;Registrar promocion con code en blanco - resultado 400;5;PEN;Sabados;#002b65;Ver detalles;ALL;50% de descuento pagando con Tunki;Cineplanet;De lunes a viernes de 10:30 am a 11:00 PM;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_background.png?alt=media&token=0f3dd8dc-7a8a-441b-bcce-393d29ef72d5;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_logo.png?alt=media&token=4e59e3f0-292c-49ea-b4e7-6e1d4bfb140b;;Presenta esta promoción al momento de hacer el pago con Tunki.;1;4/12/4009;31/12/4009;true;1;"[
    {
      ""category"": {
        ""categoryId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    }
  ]";"[
    {
      ""description"": ""Solo en tiendas seleccionadas"";
      ""iconUrl"": ""https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fcondition%2FIcono_tarjeta%403x.png?alt=media&token=18a497d7-d97b-4714-8e85-f93032e3bfed""
    }
  ]";"{
    ""commerceId"": ""0e8400-e29b-41d4-a716-446655440000"";
    ""lstStoreReference"": [
      {
        ""storeId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    ]
  }";923456723-qafjf-414sffs;400;;
48;Registrar promocion con code caracteres especiales - resultado 400;5;PEN;Sabados;#002b65;Ver detalles;ALL;50% de descuento pagando con Tunki;Cineplanet;De lunes a viernes de 10:30 am a 11:00 PM;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_background.png?alt=media&token=0f3dd8dc-7a8a-441b-bcce-393d29ef72d5;https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fsarcletti_logo.png?alt=media&token=4e59e3f0-292c-49ea-b4e7-6e1d4bfb140b;$#&$#+*;Presenta esta promoción al momento de hacer el pago con Tunki.;1;4/12/4009;31/12/4009;true;1;"[
    {
      ""category"": {
        ""categoryId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    }
  ]";"[
    {
      ""description"": ""Solo en tiendas seleccionadas"";
      ""iconUrl"": ""https://firebasestorage.googleapis.com/v0/b/pe-grupo-intercorp-cld-01.appspot.com/o/benefit%2Fpromotion%2Fcondition%2FIcono_tarjeta%403x.png?alt=media&token=18a497d7-d97b-4714-8e85-f93032e3bfed""
    }
  ]";"{
    ""commerceId"": ""0e8400-e29b-41d4-a716-446655440000"";
    ""lstStoreReference"": [
      {
        ""storeId"": ""0e8400-e29b-41d4-a716-446655440000""
      }
    ]
  }";923456723-qafjf-414sffs;400;;
